,straight,right,left
2012-06-04 05:10:00,0.34891754,0.31431818,0.33676425
2012-06-04 05:15:00,0.35755265,0.30342266,0.3390247
2012-06-04 05:20:00,0.3528304,0.30409136,0.34307823
2012-06-04 05:25:00,0.34794775,0.30991715,0.34213507
2012-06-04 05:30:00,0.35099673,0.28175825,0.367245
2012-06-04 05:35:00,0.37479532,0.27559242,0.34961224
2012-06-04 05:40:00,0.37432027,0.2778375,0.3478422
2012-06-04 05:45:00,0.37313464,0.26392046,0.36294484
2012-06-04 05:50:00,0.3576282,0.29935256,0.3430192
2012-06-04 05:55:00,0.36915705,0.2658537,0.36498922
2012-06-04 06:00:00,0.3511073,0.311293,0.33759964
2012-06-04 06:05:00,0.36264518,0.29367542,0.3436794
2012-06-04 06:10:00,0.36024243,0.28562543,0.3541322
2012-06-04 06:15:00,0.36840752,0.26867113,0.36292145
2012-06-04 06:20:00,0.34593353,0.2590228,0.39504373
2012-06-04 06:25:00,0.34598815,0.26947007,0.3845418
2012-06-04 06:30:00,0.34168842,0.28245273,0.37585884
2012-06-04 06:35:00,0.33826184,0.28042302,0.38131514
2012-06-04 06:40:00,0.35042068,0.27495596,0.37462327
2012-06-04 06:45:00,0.32901752,0.25804305,0.4129394
2012-06-04 06:50:00,0.3330639,0.24821909,0.4187171
2012-06-04 06:55:00,0.31180534,0.2826346,0.40556014
2012-06-04 07:00:00,0.33122483,0.24840303,0.42037216
2012-06-04 07:05:00,0.28859672,0.24058165,0.47082162
2012-06-04 07:10:00,0.26444227,0.2519247,0.48363295
2012-06-04 07:15:00,0.22745731,0.23931703,0.5332257
2012-06-04 07:20:00,0.17615047,0.41187784,0.41197166
2012-06-04 07:25:00,0.33329144,0.3333543,0.3333543
2012-06-04 07:30:00,0.33333334,0.33333334,0.33333334
2012-06-04 07:35:00,0.33333334,0.33333334,0.33333334
2012-06-04 07:40:00,0.33333334,0.33333334,0.33333334
2012-06-04 07:45:00,0.33333334,0.33333334,0.33333334
2012-06-04 07:50:00,0.33333334,0.33333334,0.33333334
2012-06-04 07:55:00,0.33333334,0.33333334,0.33333334
2012-06-04 08:00:00,0.33333334,0.33333334,0.33333334
2012-06-04 08:05:00,0.33333334,0.33333334,0.33333334
2012-06-04 08:10:00,0.33333328,0.33333337,0.33333337
2012-06-04 08:15:00,0.33332577,0.3333371,0.3333371
2012-06-04 08:20:00,0.33333305,0.3333335,0.3333335
2012-06-04 08:25:00,0.3333324,0.33333382,0.33333382
2012-06-04 08:30:00,0.33332595,0.333337,0.333337
2012-06-04 08:35:00,0.33333328,0.33333337,0.33333337
2012-06-04 08:40:00,0.33333057,0.3333347,0.33333474
2012-06-04 08:45:00,0.3333336,0.33333245,0.33333385
2012-06-04 08:50:00,0.33333418,0.33333167,0.33333418
2012-06-04 08:55:00,0.33334583,0.33330804,0.33334616
2012-06-04 09:00:00,0.33333087,0.33333457,0.3333346
2012-06-04 09:05:00,0.33332354,0.3333382,0.3333382
2012-06-04 09:10:00,0.33333308,0.33333343,0.33333343
2012-06-04 09:15:00,0.33333334,0.33333334,0.33333334
2012-06-04 09:20:00,0.33332905,0.33333552,0.33333552
2012-06-04 09:25:00,0.33332595,0.333337,0.333337
2012-06-04 09:30:00,0.3333045,0.33334774,0.33334774
2012-06-04 09:35:00,0.33333322,0.33333337,0.33333337
2012-06-04 09:40:00,0.33333334,0.33333334,0.33333334
2012-06-04 09:45:00,0.33330593,0.33334702,0.33334702
2012-06-04 09:50:00,0.3333331,0.33333343,0.33333343
2012-06-04 09:55:00,0.29549202,0.35225397,0.35225397
2012-06-04 10:00:00,0.15720515,0.4213974,0.4213974
2012-06-04 10:05:00,0.15543623,0.4222819,0.4222819
