,straight,right,left
2017-05-25 19:45:00,0.42309743,0.15583496,0.42106763
2017-05-25 19:50:00,0.42864314,0.15831776,0.41303912
2017-05-25 19:55:00,0.43608955,0.16212188,0.40178865
2017-05-25 20:00:00,0.4442001,0.16510734,0.3906925
2017-05-25 20:05:00,0.42528725,0.15713346,0.41757926
2017-05-25 20:10:00,0.42702055,0.15761983,0.41535956
2017-05-25 20:15:00,0.42762503,0.15835929,0.4140157
2017-05-25 20:20:00,0.42621034,0.15900461,0.41478503
2017-05-25 20:25:00,0.42915335,0.15976362,0.41108307
2017-05-25 20:30:00,0.42980516,0.16021745,0.40997738
2017-05-25 20:35:00,0.4346433,0.16380031,0.40155634
2017-05-25 20:40:00,0.44589514,0.16641773,0.38768715
2017-05-25 20:45:00,0.44504568,0.1649735,0.38998085
2017-05-25 20:50:00,0.45178962,0.16723658,0.38097382
2017-05-25 20:55:00,0.46509686,0.17248443,0.3624187
2017-05-25 21:00:00,0.44963518,0.16931109,0.38105378
2017-05-25 21:05:00,0.44518337,0.16672188,0.3880947
2017-05-25 21:10:00,0.45075238,0.17105933,0.37818837
2017-05-25 21:15:00,0.42802265,0.1633805,0.40859684
2017-05-25 21:20:00,0.43370304,0.16275972,0.40353727
2017-05-25 21:25:00,0.43989354,0.16525209,0.39485446
2017-05-25 21:30:00,0.43816227,0.16441993,0.3974178
2017-05-25 21:35:00,0.42290634,0.16255805,0.41453558
2017-05-25 21:40:00,0.43778992,0.16483405,0.3973761
2017-05-25 21:45:00,0.432607,0.16556902,0.40182397
2017-05-25 21:50:00,0.42290148,0.16473229,0.41236618
2017-05-25 21:55:00,0.42756948,0.16769433,0.40473622
2017-05-25 22:00:00,0.41137394,0.18572116,0.4029049
2017-05-25 22:05:00,0.3594797,0.29715264,0.34336767
2017-05-25 22:10:00,0.42205894,0.21261317,0.36532795
2017-05-25 22:15:00,0.42620128,0.1675342,0.40626454
2017-05-25 22:20:00,0.39946696,0.21558005,0.384953
2017-05-25 22:25:00,0.36558652,0.28646687,0.3479466
2017-05-25 22:30:00,0.3562665,0.30071706,0.34301645
2017-05-25 22:35:00,0.34109512,0.32902828,0.32987663
2017-05-25 22:40:00,0.34133577,0.33325213,0.32541206
2017-05-25 22:45:00,0.33875886,0.33602616,0.325215
2017-05-25 22:50:00,0.33742043,0.32913747,0.33344206
2017-05-25 22:55:00,0.33561444,0.33343935,0.33094615
2017-05-25 23:00:00,0.33899587,0.33387312,0.327131
2017-05-25 23:05:00,0.3446551,0.3260081,0.3293368
2017-05-25 23:10:00,0.34270158,0.32636145,0.33093697
2017-05-25 23:15:00,0.34300798,0.33329692,0.32369512
2017-05-25 23:20:00,0.3427865,0.32749814,0.3297154
2017-05-25 23:25:00,0.3370131,0.3332042,0.32978266
2017-05-25 23:30:00,0.34075704,0.33778188,0.32146117
2017-05-25 23:35:00,0.343162,0.3444461,0.31239188
2017-05-25 23:40:00,0.33848423,0.33901125,0.32250455
2017-05-25 23:45:00,0.33757862,0.33776978,0.32465166
2017-05-25 23:50:00,0.33944893,0.34432176,0.31622934
2017-05-25 23:55:00,0.3482428,0.34874427,0.30301297
2017-05-26 00:00:00,0.36194727,0.35840994,0.27964276
2017-05-26 00:05:00,0.34282625,0.34156865,0.31560507
2017-05-26 00:10:00,0.34467876,0.34420034,0.311121
2017-05-26 00:15:00,0.34102967,0.33533806,0.32363224
2017-05-26 00:20:00,0.3400654,0.33622438,0.3237102
2017-05-26 00:25:00,0.3426723,0.34137464,0.31595305
2017-05-26 00:30:00,0.33940145,0.33888686,0.32171163
2017-05-26 00:35:00,0.33784,0.3378277,0.32433233
2017-05-26 00:40:00,0.33771777,0.33242565,0.3298566
2017-05-26 00:45:00,0.33613485,0.33692554,0.32693967
2017-05-26 00:50:00,0.33615592,0.33486977,0.3289743
2017-05-26 00:55:00,0.3385969,0.33247387,0.3289292
2017-05-26 01:00:00,0.34626752,0.31948033,0.33425215
2017-05-26 01:05:00,0.33335507,0.33335397,0.3332909
2017-05-26 01:10:00,0.33338147,0.3333122,0.33330625
2017-05-26 01:15:00,0.33338773,0.3333496,0.33326268
2017-05-26 01:20:00,0.33349884,0.33345228,0.33304897
2017-05-26 01:25:00,0.33345842,0.3332992,0.3332424
2017-05-26 01:30:00,0.33467162,0.3343454,0.33098298
2017-05-26 01:35:00,0.33455536,0.33422062,0.33122405
