,straight,right,left
2017-05-25 19:45:00,0.5725934,0.21324283,0.21416377
2017-05-25 19:50:00,0.5744861,0.21243285,0.21308112
2017-05-25 19:55:00,0.56751984,0.21612956,0.21635062
2017-05-25 20:00:00,0.56813884,0.21571514,0.21614604
2017-05-25 20:05:00,0.537739,0.23091128,0.23134977
2017-05-25 20:10:00,0.50710464,0.24601048,0.24688482
2017-05-25 20:15:00,0.5099557,0.2453459,0.24469835
2017-05-25 20:20:00,0.51811,0.2414941,0.24039586
2017-05-25 20:25:00,0.4466103,0.27731398,0.27607572
2017-05-25 20:30:00,0.43479863,0.28559867,0.2796027
2017-05-25 20:35:00,0.41043594,0.29594398,0.29362005
2017-05-25 20:40:00,0.34846437,0.32703757,0.32449803
2017-05-25 20:45:00,0.3720006,0.31492874,0.3130706
2017-05-25 20:50:00,0.34649312,0.32965183,0.32385507
2017-05-25 20:55:00,0.4483537,0.29536688,0.2562795
2017-05-25 21:00:00,0.4767142,0.27227926,0.2510065
2017-05-25 21:05:00,0.4587763,0.288677,0.25254667
2017-05-25 21:10:00,0.515499,0.26219073,0.22231036
2017-05-25 21:15:00,0.52479,0.2647655,0.21044452
2017-05-25 21:20:00,0.506791,0.28716117,0.20604785
2017-05-25 21:25:00,0.50916684,0.26763228,0.2232009
2017-05-25 21:30:00,0.5177636,0.27490392,0.20733248
2017-05-25 21:35:00,0.4674998,0.2996808,0.23281944
2017-05-25 21:40:00,0.46209234,0.3070457,0.23086202
2017-05-25 21:45:00,0.3922313,0.36231938,0.2454494
2017-05-25 21:50:00,0.37275466,0.38411182,0.24313354
2017-05-25 21:55:00,0.386045,0.38360816,0.23034684
2017-05-25 22:00:00,0.32889947,0.41316736,0.25793314
2017-05-25 22:05:00,0.3235792,0.4440709,0.23234983
2017-05-25 22:10:00,0.2762021,0.46115533,0.26264253
2017-05-25 22:15:00,0.27596128,0.4892066,0.23483203
2017-05-25 22:20:00,0.26615962,0.46812588,0.26571447
2017-05-25 22:25:00,0.24912435,0.5018009,0.24907467
2017-05-25 22:30:00,0.23420405,0.53572637,0.2300696
2017-05-25 22:35:00,0.24794878,0.5377709,0.21428025
2017-05-25 22:40:00,0.24686599,0.53418785,0.21894616
2017-05-25 22:45:00,0.26173896,0.51892996,0.21933097
2017-05-25 22:50:00,0.22759666,0.5418675,0.2305358
2017-05-25 22:55:00,0.24479532,0.5156683,0.23953637
2017-05-25 23:00:00,0.2550779,0.5149999,0.22992224
2017-05-25 23:05:00,0.28675827,0.44909793,0.2641438
2017-05-25 23:10:00,0.2896768,0.47067696,0.23964633
2017-05-25 23:15:00,0.29962254,0.46228522,0.23809229
2017-05-25 23:20:00,0.338598,0.42166233,0.23973958
2017-05-25 23:25:00,0.3492142,0.436598,0.21418789
2017-05-25 23:30:00,0.334395,0.44972485,0.21588022
2017-05-25 23:35:00,0.38048252,0.38834563,0.23117183
2017-05-25 23:40:00,0.34742564,0.4062499,0.24632448
2017-05-25 23:45:00,0.3237407,0.46040726,0.2158521
2017-05-25 23:50:00,0.33981052,0.4457654,0.21442403
2017-05-25 23:55:00,0.30669355,0.4729337,0.2203727
2017-05-26 00:00:00,0.27842495,0.48207974,0.23949525
2017-05-26 00:05:00,0.33551097,0.4439722,0.22051683
2017-05-26 00:10:00,0.3102167,0.48041177,0.20937161
2017-05-26 00:15:00,0.28639925,0.49728894,0.2163118
2017-05-26 00:20:00,0.32864743,0.45725808,0.21409453
2017-05-26 00:25:00,0.3293275,0.44703394,0.22363864
2017-05-26 00:30:00,0.36561942,0.4177433,0.21663731
2017-05-26 00:35:00,0.33488855,0.45545766,0.20965385
2017-05-26 00:40:00,0.34650382,0.4622698,0.19122632
2017-05-26 00:45:00,0.31264845,0.47870287,0.20864868
2017-05-26 00:50:00,0.30868876,0.48377737,0.20753388
2017-05-26 00:55:00,0.28443316,0.50127804,0.21428879
2017-05-26 01:00:00,0.33047614,0.43911394,0.23040994
2017-05-26 01:05:00,0.22145432,0.5677232,0.21082242
2017-05-26 01:10:00,0.23359925,0.5559069,0.21049392
2017-05-26 01:15:00,0.21656601,0.57265687,0.21077713
2017-05-26 01:20:00,0.21566917,0.56970185,0.21462895
2017-05-26 01:25:00,0.22186899,0.5659318,0.21219926
2017-05-26 01:30:00,0.21474363,0.57229596,0.21296044
2017-05-26 01:35:00,0.21882829,0.5708001,0.21037157
2017-05-26 01:40:00,0.23913646,0.5527586,0.20810504
2017-05-26 01:45:00,0.2169055,0.5716582,0.21143624
2017-05-26 01:50:00,0.2199273,0.5633944,0.21667832
2017-05-26 01:55:00,0.23955879,0.55137837,0.20906281
2017-05-26 02:00:00,0.2273175,0.5515597,0.22112279
2017-05-26 02:05:00,0.22297041,0.5576151,0.21941444
2017-05-26 02:10:00,0.22463831,0.5580124,0.21734925
2017-05-26 02:15:00,0.2135126,0.5743749,0.21211249
2017-05-26 02:20:00,0.2139936,0.57441026,0.21159616
2017-05-26 02:25:00,0.21320471,0.57369787,0.21309748
2017-05-26 02:30:00,0.21609944,0.56905156,0.21484892
2017-05-26 02:35:00,0.21664572,0.5722302,0.21112403
2017-05-26 02:40:00,0.23963821,0.5319586,0.22840324
2017-05-26 02:45:00,0.22734414,0.5637934,0.20886236
2017-05-26 02:50:00,0.21432585,0.57191885,0.21375537
2017-05-26 02:55:00,0.22949347,0.5630449,0.2074617
2017-05-26 03:00:00,0.21440355,0.5721798,0.21341662
2017-05-26 03:05:00,0.22646639,0.5639413,0.20959224
2017-05-26 03:10:00,0.2189354,0.5625269,0.21853776
2017-05-26 03:15:00,0.2638441,0.5372495,0.19890638
2017-05-26 03:20:00,0.21285485,0.574477,0.21266812
2017-05-26 03:25:00,0.25638005,0.5421288,0.20149118
2017-05-26 03:30:00,0.2211931,0.5577368,0.22107013
2017-05-26 03:35:00,0.21336421,0.5739092,0.21272652
2017-05-26 03:40:00,0.21481001,0.5726733,0.21251674
2017-05-26 03:45:00,0.22917114,0.5634758,0.20735314
2017-05-26 03:50:00,0.23447742,0.5595871,0.20593548
2017-05-26 03:55:00,0.25893834,0.54124725,0.1998144
2017-05-26 04:00:00,0.21870217,0.5645237,0.21677408
