,straight,right,left
2012-06-04 05:10:00,0.25144356,0.2512859,0.4972705
2012-06-04 05:15:00,0.23642448,0.23588431,0.5276912
2012-06-04 05:20:00,0.27387908,0.27364907,0.45247185
2012-06-04 05:25:00,0.26605386,0.26370397,0.47024217
2012-06-04 05:30:00,0.28392896,0.28360727,0.43246382
2012-06-04 05:35:00,0.24671593,0.24512057,0.5081635
2012-06-04 05:40:00,0.2671476,0.26572832,0.4671241
2012-06-04 05:45:00,0.24004006,0.22938982,0.5305701
2012-06-04 05:50:00,0.26659834,0.26479104,0.46861055
2012-06-04 05:55:00,0.26573247,0.26337963,0.47088796
2012-06-04 06:00:00,0.26557583,0.26161596,0.47280818
2012-06-04 06:05:00,0.26645014,0.24401577,0.48953414
2012-06-04 06:10:00,0.2591035,0.25372615,0.4871703
2012-06-04 06:15:00,0.25846773,0.24643345,0.49509883
2012-06-04 06:20:00,0.26604465,0.25494286,0.47901246
2012-06-04 06:25:00,0.27503228,0.27126834,0.4536994
2012-06-04 06:30:00,0.2581536,0.24944119,0.4924052
2012-06-04 06:35:00,0.2636748,0.24970923,0.48661596
2012-06-04 06:40:00,0.24859089,0.24104118,0.510368
2012-06-04 06:45:00,0.27837542,0.26324657,0.458378
2012-06-04 06:50:00,0.2532401,0.24518107,0.50157875
2012-06-04 06:55:00,0.29838532,0.29099563,0.41061908
2012-06-04 07:00:00,0.26270998,0.24207644,0.4952135
2012-06-04 07:05:00,0.3012212,0.2805958,0.418183
2012-06-04 07:10:00,0.33195052,0.27494824,0.39310122
2012-06-04 07:15:00,0.34556094,0.32707283,0.32736617
2012-06-04 07:20:00,0.3586611,0.32067928,0.3206596
2012-06-04 07:25:00,0.37698063,0.3115107,0.3115086
2012-06-04 07:30:00,0.3545569,0.32286304,0.3225801
2012-06-04 07:35:00,0.35042456,0.32478845,0.32478702
2012-06-04 07:40:00,0.36654675,0.31672943,0.31672376
2012-06-04 07:45:00,0.34904975,0.3254802,0.3254701
2012-06-04 07:50:00,0.36184546,0.31907782,0.31907666
2012-06-04 07:55:00,0.34798312,0.32601103,0.32600585
2012-06-04 08:00:00,0.34421358,0.32789832,0.3278881
2012-06-04 08:05:00,0.36926797,0.31720835,0.3135237
2012-06-04 08:10:00,0.34984413,0.32508817,0.3250677
