,straight,right,left
2012-06-04 05:10:00,0.33333334,0.33333334,0.33333334
2012-06-04 05:15:00,0.33333334,0.33333334,0.33333334
2012-06-04 05:20:00,0.33333334,0.33333334,0.33333334
2012-06-04 05:25:00,0.33333334,0.33333334,0.33333334
2012-06-04 05:30:00,0.33333334,0.33333334,0.33333334
2012-06-04 05:35:00,0.33333334,0.33333334,0.33333334
2012-06-04 05:40:00,0.33333334,0.33333334,0.33333334
2012-06-04 05:45:00,0.33333334,0.33333334,0.33333334
2012-06-04 05:50:00,0.33333334,0.33333334,0.33333334
2012-06-04 05:55:00,0.33333334,0.33333334,0.33333334
2012-06-04 06:00:00,0.33333334,0.33333334,0.33333334
2012-06-04 06:05:00,0.33333334,0.33333334,0.33333334
2012-06-04 06:10:00,0.33333334,0.33333334,0.33333334
2012-06-04 06:15:00,0.33333334,0.33333334,0.33333334
2012-06-04 06:20:00,0.33333334,0.33333334,0.33333334
2012-06-04 06:25:00,0.33333334,0.3333333,0.33333334
2012-06-04 06:30:00,0.33333334,0.33333334,0.33333334
2012-06-04 06:35:00,0.33333334,0.33333334,0.33333334
2012-06-04 06:40:00,0.33333334,0.33333334,0.33333334
2012-06-04 06:45:00,0.33333334,0.33333334,0.33333334
2012-06-04 06:50:00,0.33333334,0.33333334,0.33333334
2012-06-04 06:55:00,0.41427615,0.17144766,0.41427615
2012-06-04 07:00:00,0.3764038,0.24719241,0.3764038
2012-06-04 07:05:00,0.42203775,0.15592445,0.42203775
2012-06-04 07:10:00,0.4223186,0.15536281,0.4223186
2012-06-04 07:15:00,0.42231882,0.15536241,0.42231882
2012-06-04 07:20:00,0.42231882,0.15536241,0.42231882
2012-06-04 07:25:00,0.42231882,0.15536241,0.42231882
2012-06-04 07:30:00,0.42231882,0.15536241,0.42231882
2012-06-04 07:35:00,0.42231882,0.15536241,0.42231882
2012-06-04 07:40:00,0.42231882,0.15536241,0.42231882
2012-06-04 07:45:00,0.42231882,0.15536241,0.42231882
2012-06-04 07:50:00,0.42231882,0.15536241,0.42231882
2012-06-04 07:55:00,0.42231882,0.15536241,0.42231882
2012-06-04 08:00:00,0.42231882,0.15536241,0.42231882
2012-06-04 08:05:00,0.42231882,0.15536241,0.42231882
2012-06-04 08:10:00,0.42231882,0.15536241,0.42231882
2012-06-04 08:15:00,0.42231882,0.15536241,0.42231882
2012-06-04 08:20:00,0.42231882,0.15536241,0.42231882
2012-06-04 08:25:00,0.42231882,0.15536241,0.42231882
2012-06-04 08:30:00,0.42231882,0.15536241,0.42231882
2012-06-04 08:35:00,0.42231753,0.15536499,0.42231753
2012-06-04 08:40:00,0.42224607,0.15550785,0.42224607
2012-06-04 08:45:00,0.42231813,0.15536375,0.42231813
2012-06-04 08:50:00,0.42231876,0.15536249,0.42231876
2012-06-04 08:55:00,0.42231876,0.15536244,0.42231876
2012-06-04 09:00:00,0.42231882,0.15536244,0.42231882
2012-06-04 09:05:00,0.42231882,0.15536241,0.42231882
2012-06-04 09:10:00,0.42231882,0.15536241,0.42231882
2012-06-04 09:15:00,0.42231882,0.15536241,0.42231882
2012-06-04 09:20:00,0.42231882,0.15536241,0.42231882
2012-06-04 09:25:00,0.42231777,0.15536268,0.42231953
2012-06-04 09:30:00,0.42231855,0.15536247,0.42231897
2012-06-04 09:35:00,0.22481681,0.20847885,0.5667043
2012-06-04 09:40:00,0.21194156,0.21194156,0.57611686
2012-06-04 09:45:00,0.21194156,0.21194156,0.57611686
2012-06-04 09:50:00,0.21194386,0.21194094,0.5761152
2012-06-04 09:55:00,0.21194156,0.21194156,0.57611686
2012-06-04 10:00:00,0.21194156,0.21194156,0.57611686
2012-06-04 10:05:00,0.21194156,0.21194156,0.57611686
2012-06-04 10:10:00,0.21194158,0.21194157,0.57611686
2012-06-04 10:15:00,0.4222786,0.15537323,0.4223482
2012-06-04 10:20:00,0.422318,0.15536264,0.4223194
2012-06-04 10:25:00,0.42231855,0.15536247,0.42231897
2012-06-04 10:30:00,0.42231882,0.15536241,0.42231882
2012-06-04 10:35:00,0.42231882,0.15536241,0.42231882
2012-06-04 10:40:00,0.42231882,0.15536241,0.42231882
2012-06-04 10:45:00,0.42231882,0.15536241,0.42231882
2012-06-04 10:50:00,0.42231882,0.15536241,0.42231882
2012-06-04 10:55:00,0.42231882,0.15536241,0.42231882
2012-06-04 11:00:00,0.42231882,0.15536241,0.42231882
2012-06-04 11:05:00,0.42231882,0.15536241,0.42231882
2012-06-04 11:10:00,0.42231882,0.15536241,0.42231882
2012-06-04 11:15:00,0.42231882,0.15536241,0.42231882
2012-06-04 11:20:00,0.42231882,0.15536241,0.42231882
2012-06-04 11:25:00,0.42231882,0.15536241,0.42231882
2012-06-04 11:30:00,0.42231882,0.15536241,0.42231882
2012-06-04 11:35:00,0.42231882,0.15536241,0.42231882
2012-06-04 11:40:00,0.42231882,0.15536241,0.42231882
2012-06-04 11:45:00,0.42231876,0.15536247,0.42231876
2012-06-04 11:50:00,0.42231882,0.15536241,0.42231882
2012-06-04 11:55:00,0.33333367,0.33333263,0.33333367
2012-06-04 12:00:00,0.3334451,0.3331098,0.3334451
2012-06-04 12:05:00,0.33333334,0.33333334,0.33333334
2012-06-04 12:10:00,0.33333334,0.33333334,0.33333334
2012-06-04 12:15:00,0.33333334,0.33333334,0.33333334
2012-06-04 12:20:00,0.33333334,0.33333334,0.33333334
2012-06-04 12:25:00,0.33333334,0.33333334,0.33333334
2012-06-04 12:30:00,0.33333334,0.33333334,0.33333334
2012-06-04 12:35:00,0.33333334,0.33333334,0.33333334
2012-06-04 12:40:00,0.33333334,0.33333334,0.33333334
2012-06-04 12:45:00,0.33333334,0.33333334,0.33333334
2012-06-04 12:50:00,0.33333334,0.33333334,0.33333334
2012-06-04 12:55:00,0.33333334,0.33333334,0.33333334
2012-06-04 13:00:00,0.33333334,0.33333334,0.33333334
2012-06-04 13:05:00,0.33333334,0.33333334,0.33333334
2012-06-04 13:10:00,0.33333334,0.33333334,0.33333334
2012-06-04 13:15:00,0.33333334,0.33333334,0.33333334
2012-06-04 13:20:00,0.33333334,0.33333334,0.33333334
2012-06-04 13:25:00,0.33333334,0.33333334,0.33333334
2012-06-04 13:30:00,0.33333334,0.33333334,0.33333334
2012-06-04 13:35:00,0.33333334,0.33333334,0.33333334
2012-06-04 13:40:00,0.33333334,0.33333334,0.33333334
2012-06-04 13:45:00,0.33333337,0.33333337,0.33333325
2012-06-04 13:50:00,0.33333334,0.33333334,0.3333333
2012-06-04 13:55:00,0.33334264,0.33334264,0.33331475
2012-06-04 14:00:00,0.33333623,0.33333623,0.3333275
2012-06-04 14:05:00,0.33333334,0.33333334,0.33333334
2012-06-04 14:10:00,0.33333337,0.33333337,0.33333328
2012-06-04 14:15:00,0.33333334,0.33333334,0.3333333
2012-06-04 14:20:00,0.33333334,0.33333334,0.33333334
2012-06-04 14:25:00,0.33333334,0.33333334,0.33333334
2012-06-04 14:30:00,0.33333334,0.33333334,0.33333334
2012-06-04 14:35:00,0.33333334,0.33333334,0.33333334
2012-06-04 14:40:00,0.33333334,0.33333334,0.33333334
2012-06-04 14:45:00,0.33333334,0.33333334,0.33333334
2012-06-04 14:50:00,0.33333334,0.33333334,0.33333334
2012-06-04 14:55:00,0.33333334,0.33333334,0.33333334
2012-06-04 15:00:00,0.33333334,0.33333334,0.33333334
2012-06-04 15:05:00,0.33333334,0.33333334,0.33333334
2012-06-04 15:10:00,0.33333334,0.33333334,0.33333334
2012-06-04 15:15:00,0.33333334,0.33333334,0.33333334
2012-06-04 15:20:00,0.33333334,0.33333334,0.33333334
2012-06-04 15:25:00,0.33333334,0.33333334,0.33333334
2012-06-04 15:30:00,0.33333334,0.33333334,0.33333334
2012-06-04 15:35:00,0.33333334,0.33333334,0.33333334
2012-06-04 15:40:00,0.33333334,0.33333334,0.33333334
2012-06-04 15:45:00,0.33333334,0.33333334,0.33333334
2012-06-04 15:50:00,0.33333334,0.33333334,0.33333334
2012-06-04 15:55:00,0.33333334,0.33333334,0.33333334
2012-06-04 16:00:00,0.33333334,0.33333334,0.33333334
2012-06-04 16:05:00,0.33333334,0.33333334,0.33333334
2012-06-04 16:10:00,0.33333334,0.33333334,0.33333334
2012-06-04 16:15:00,0.33333334,0.33333334,0.33333334
2012-06-04 16:20:00,0.33333334,0.33333334,0.33333334
2012-06-04 16:25:00,0.33333334,0.33333334,0.33333334
2012-06-04 16:30:00,0.33333334,0.33333334,0.33333334
2012-06-04 16:35:00,0.33333334,0.33333334,0.33333334
2012-06-04 16:40:00,0.33333334,0.33333334,0.33333334
2012-06-04 16:45:00,0.33333334,0.33333334,0.33333334
2012-06-04 16:50:00,0.33333334,0.33333334,0.33333334
