,straight,right,left
2017-05-25 19:45:00,0.15554741,0.4222263,0.4222263
2017-05-25 19:50:00,0.15749945,0.42125028,0.42125028
2017-05-25 19:55:00,0.1572535,0.42137328,0.42137328
2017-05-25 20:00:00,0.15579407,0.422103,0.422103
2017-05-25 20:05:00,0.15560551,0.42219892,0.4221956
2017-05-25 20:10:00,0.15768126,0.42132345,0.4209953
2017-05-25 20:15:00,0.15915251,0.42085454,0.419993
2017-05-25 20:20:00,0.15844253,0.42035675,0.4212007
2017-05-25 20:25:00,0.15819374,0.41879714,0.4230091
2017-05-25 20:30:00,0.16192518,0.4187496,0.41932523
2017-05-25 20:35:00,0.16080213,0.4195791,0.41961876
2017-05-25 20:40:00,0.1594538,0.41965288,0.42089334
2017-05-25 20:45:00,0.16088727,0.4066696,0.43244314
2017-05-25 20:50:00,0.16423292,0.3966027,0.43916437
2017-05-25 20:55:00,0.18519165,0.3254479,0.48936045
2017-05-25 21:00:00,0.19371927,0.29526561,0.5110151
2017-05-25 21:05:00,0.20312274,0.26479942,0.5320778
2017-05-25 21:10:00,0.18722692,0.3084898,0.5042833
2017-05-25 21:15:00,0.18596941,0.32201004,0.4920205
2017-05-25 21:20:00,0.19905667,0.27878067,0.5221627
2017-05-25 21:25:00,0.20234652,0.262134,0.53551954
2017-05-25 21:30:00,0.20731723,0.25376162,0.5389212
2017-05-25 21:35:00,0.20136094,0.2797613,0.51887774
2017-05-25 21:40:00,0.20939742,0.24701598,0.54358655
2017-05-25 21:45:00,0.22574705,0.24066353,0.5335895
2017-05-25 21:50:00,0.2047051,0.2646577,0.5306372
2017-05-25 21:55:00,0.15540281,0.42229858,0.42229858
2017-05-25 22:00:00,0.15570866,0.4221457,0.4221457
2017-05-25 22:05:00,0.29613033,0.35193485,0.35193485
2017-05-25 22:10:00,0.31425184,0.34287408,0.34287408
2017-05-25 22:15:00,0.33333316,0.3333334,0.3333334
2017-05-25 22:20:00,0.33333054,0.3333347,0.3333347
2017-05-25 22:25:00,0.33333158,0.33333424,0.33333424
2017-05-25 22:30:00,0.33333263,0.33333367,0.33333367
2017-05-25 22:35:00,0.33333012,0.33333492,0.33333492
2017-05-25 22:40:00,0.3326958,0.33365208,0.33365208
2017-05-25 22:45:00,0.31665152,0.34167424,0.34167424
2017-05-25 22:50:00,0.23183517,0.3840824,0.3840824
2017-05-25 22:55:00,0.15536606,0.42231694,0.42231694
2017-05-25 23:00:00,0.15536241,0.42231882,0.42231882
2017-05-25 23:05:00,0.15542102,0.4222416,0.42233738
2017-05-25 23:10:00,0.15752329,0.4197634,0.42271337
2017-05-25 23:15:00,0.18170328,0.37225702,0.44603965
2017-05-25 23:20:00,0.23609059,0.34511375,0.41879568
2017-05-25 23:25:00,0.32123137,0.329462,0.3493067
2017-05-25 23:30:00,0.31623513,0.33032084,0.35344404
2017-05-25 23:35:00,0.29857662,0.31151953,0.38990375
2017-05-25 23:40:00,0.28688315,0.31151593,0.40160093
2017-05-25 23:45:00,0.3228939,0.3266402,0.35046592
2017-05-25 23:50:00,0.29604182,0.3120838,0.39187437
2017-05-25 23:55:00,0.30242574,0.31053632,0.38703796
2017-05-26 00:00:00,0.28764522,0.2938554,0.41849935
2017-05-26 00:05:00,0.31562224,0.32562628,0.3587515
2017-05-26 00:10:00,0.28891715,0.30789798,0.40318486
2017-05-26 00:15:00,0.32256764,0.32962072,0.34781167
2017-05-26 00:20:00,0.31701204,0.32708302,0.355905
2017-05-26 00:25:00,0.30623972,0.31240696,0.3813533
2017-05-26 00:30:00,0.29307428,0.30221033,0.40471536
2017-05-26 00:35:00,0.31243175,0.3214866,0.36608163
2017-05-26 00:40:00,0.2786264,0.3261941,0.39517945
2017-05-26 00:45:00,0.31665897,0.3270909,0.3562501
2017-05-26 00:50:00,0.31573626,0.3300554,0.35420835
2017-05-26 00:55:00,0.32301295,0.33113092,0.34585616
2017-05-26 01:00:00,0.31855378,0.3257467,0.35569954
2017-05-26 01:05:00,0.333325,0.3333255,0.33334944
2017-05-26 01:10:00,0.33332214,0.33332166,0.33335623
2017-05-26 01:15:00,0.33331177,0.33331457,0.3333737
2017-05-26 01:20:00,0.33300498,0.3330195,0.33397555
2017-05-26 01:25:00,0.33319315,0.33319536,0.33361152
2017-05-26 01:30:00,0.33318865,0.3331893,0.33362207
2017-05-26 01:35:00,0.3329943,0.3329956,0.3340101
2017-05-26 01:40:00,0.3333154,0.33331597,0.3333687
2017-05-26 01:45:00,0.333331,0.3333315,0.33333746
